GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC02_EST_VC55,HC02_MOE_VC55,HC03_EST_VC55,HC03_MOE_VC55,HC01_EST_VC56,HC01_MOE_VC56,HC02_EST_VC56,HC02_MOE_VC56,HC03_EST_VC56,HC03_MOE_VC56,HC01_EST_VC57,HC01_MOE_VC57,HC02_EST_VC57,HC02_MOE_VC57,HC03_EST_VC57,HC03_MOE_VC57,HC01_EST_VC58,HC01_MOE_VC58,HC02_EST_VC58,HC02_MOE_VC58,HC03_EST_VC58,HC03_MOE_VC58,HC01_EST_VC59,HC01_MOE_VC59,HC02_EST_VC59,HC02_MOE_VC59,HC03_EST_VC59,HC03_MOE_VC59
1400000US48039660100,48039660100,"Census Tract 6601, Brazoria County, Texas",4641,373,88,69,1.9,1.5,36,41,,,,,162,126,,,,,219,154,,,,,259,157,,,,,288,152,,,,,597,221,,,,,1306,360,,,,,1877,456,,,,
1400000US48039660200,48039660200,"Census Tract 6602, Brazoria County, Texas",6134,551,459,298,7.5,4.9,244,195,,,,,459,298,,,,,568,304,,,,,656,304,,,,,680,309,,,,,1811,517,,,,,2968,721,,,,,4110,663,,,,
1400000US48039660300,48039660300,"Census Tract 6603, Brazoria County, Texas",10817,596,415,153,3.8,1.4,100,65,,,,,545,193,,,,,658,224,,,,,1165,442,,,,,1179,447,,,,,2691,762,,,,,4143,782,,,,,5899,838,,,,
1400000US48039660400,48039660400,"Census Tract 6604, Brazoria County, Texas",10436,769,1358,711,13,6.5,802,617,,,,,1493,699,,,,,1558,702,,,,,1931,738,,,,,2114,745,,,,,3454,888,,,,,5217,1013,,,,,6975,973,,,,
1400000US48039660500,48039660500,"Census Tract 6605, Brazoria County, Texas",9281,595,719,322,7.7,3.4,395,238,,,,,1166,483,,,,,1653,583,,,,,2102,628,,,,,2190,643,,,,,4007,711,,,,,4973,688,,,,,6032,673,,,,
1400000US48039660601,48039660601,"Census Tract 6606.01, Brazoria County, Texas",11887,612,445,380,3.7,3.2,220,277,,,,,469,394,,,,,607,402,,,,,967,488,,,,,1028,528,,,,,2632,919,,,,,3906,1022,,,,,5503,1060,,,,
1400000US48039660602,48039660602,"Census Tract 6606.02, Brazoria County, Texas",37274,2054,1655,848,4.4,2.3,803,637,,,,,2345,1195,,,,,2528,1171,,,,,5773,2175,,,,,6142,2201,,,,,8152,2501,,,,,14639,2841,,,,,19629,2932,,,,
1400000US48039660701,48039660701,"Census Tract 6607.01, Brazoria County, Texas",15779,978,352,386,2.2,2.5,53,71,,,,,529,431,,,,,588,444,,,,,988,569,,,,,1068,582,,,,,2954,864,,,,,5492,1163,,,,,6722,1247,,,,
1400000US48039660702,48039660702,"Census Tract 6607.02, Brazoria County, Texas",14509,1022,1316,674,9.1,4.6,324,239,,,,,1534,655,,,,,1864,641,,,,,2198,695,,,,,2480,724,,,,,3791,916,,,,,6801,1469,,,,,8123,1504,,,,
1400000US48039660801,48039660801,"Census Tract 6608.01, Brazoria County, Texas",9319,718,655,517,7,5.3,160,111,,,,,745,529,,,,,827,557,,,,,943,570,,,,,1039,609,,,,,2720,988,,,,,4391,1132,,,,,5485,1048,,,,
1400000US48039660802,48039660802,"Census Tract 6608.02, Brazoria County, Texas",8067,603,364,326,4.5,4,72,76,,,,,471,352,,,,,556,356,,,,,754,369,,,,,1037,497,,,,,1874,639,,,,,3124,732,,,,,4611,748,,,,
1400000US48039660900,48039660900,"Census Tract 6609, Brazoria County, Texas",7480,638,1416,479,18.9,6.4,759,364,,,,,2051,487,,,,,3171,729,,,,,3728,733,,,,,3996,753,,,,,4767,732,,,,,5445,778,,,,,5721,757,,,,
1400000US48039661000,48039661000,"Census Tract 6610, Brazoria County, Texas",6664,729,464,355,7,5.1,84,99,,,,,503,357,,,,,729,409,,,,,1342,699,,,,,1675,713,,,,,2852,875,,,,,4240,780,,,,,4900,771,,,,
1400000US48039661100,48039661100,"Census Tract 6611, Brazoria County, Texas",3276,308,555,265,16.9,7.8,267,137,,,,,619,268,,,,,738,283,,,,,1018,305,,,,,1419,431,,,,,2050,415,,,,,2322,413,,,,,2719,364,,,,
1400000US48039661200,48039661200,"Census Tract 6612, Brazoria County, Texas",4035,421,829,301,20.5,7.3,301,164,,,,,1074,316,,,,,1185,311,,,,,2003,447,,,,,2013,450,,,,,2650,450,,,,,3256,456,,,,,3757,425,,,,
1400000US48039661300,48039661300,"Census Tract 6613, Brazoria County, Texas",2682,293,786,290,29.3,9.8,192,102,,,,,969,345,,,,,1088,338,,,,,1471,376,,,,,1533,379,,,,,2094,342,,,,,2350,313,,,,,2546,311,,,,
1400000US48039661400,48039661400,"Census Tract 6614, Brazoria County, Texas",7107,581,894,553,12.6,7.4,291,191,,,,,1716,748,,,,,2094,712,,,,,3157,747,,,,,3214,747,,,,,4304,688,,,,,5100,604,,,,,5674,624,,,,
1400000US48039661501,48039661501,"Census Tract 6615.01, Brazoria County, Texas",5158,574,473,296,9.2,5.7,208,166,,,,,620,325,,,,,1162,450,,,,,1546,417,,,,,1779,432,,,,,2572,563,,,,,3240,562,,,,,3927,584,,,,
1400000US48039661502,48039661502,"Census Tract 6615.02, Brazoria County, Texas",4459,368,475,194,10.7,4.4,240,141,,,,,616,239,,,,,889,282,,,,,1079,353,,,,,1124,371,,,,,1856,402,,,,,2573,432,,,,,3269,417,,,,
1400000US48039661601,48039661601,"Census Tract 6616.01, Brazoria County, Texas",6465,573,978,414,15.1,6.3,409,276,,,,,1207,425,,,,,1496,450,,,,,1897,521,,,,,2320,574,,,,,3409,612,,,,,4151,647,,,,,4739,646,,,,
1400000US48039661602,48039661602,"Census Tract 6616.02, Brazoria County, Texas",2793,441,520,266,18.6,9.4,157,117,,,,,551,272,,,,,607,279,,,,,770,303,,,,,777,303,,,,,1145,306,,,,,1608,362,,,,,2045,377,,,,
1400000US48039661700,48039661700,"Census Tract 6617, Brazoria County, Texas",2457,286,196,87,8,3.5,92,50,,,,,328,137,,,,,388,144,,,,,513,170,,,,,528,172,,,,,998,281,,,,,1348,257,,,,,1839,294,,,,
1400000US48039661800,48039661800,"Census Tract 6618, Brazoria County, Texas",6233,589,792,325,12.7,5.2,531,297,,,,,813,328,,,,,1237,534,,,,,1867,627,,,,,1886,627,,,,,3068,674,,,,,3793,660,,,,,4345,700,,,,
1400000US48039661900,48039661900,"Census Tract 6619, Brazoria County, Texas",8438,850,1116,483,13.2,5.5,183,129,,,,,1664,714,,,,,2261,875,,,,,2882,930,,,,,2899,929,,,,,4227,854,,,,,5104,760,,,,,5728,746,,,,
1400000US48039662000,48039662000,"Census Tract 6620, Brazoria County, Texas",5400,563,952,371,17.6,6.7,451,344,,,,,1067,381,,,,,1312,456,,,,,1542,478,,,,,1701,506,,,,,2666,540,,,,,3417,601,,,,,4187,580,,,,
1400000US48039662100,48039662100,"Census Tract 6621, Brazoria County, Texas",5533,478,814,277,14.7,4.8,346,183,,,,,907,295,,,,,1196,459,,,,,1403,445,,,,,1639,506,,,,,2818,595,,,,,3444,597,,,,,4205,648,,,,
1400000US48039662200,48039662200,"Census Tract 6622, Brazoria County, Texas",5794,585,210,161,3.6,2.8,70,97,,,,,541,364,,,,,939,561,,,,,1302,596,,,,,1494,611,,,,,2433,706,,,,,3338,739,,,,,3842,659,,,,
1400000US48039662300,48039662300,"Census Tract 6623, Brazoria County, Texas",5203,507,1000,489,19.2,9.2,571,317,,,,,1082,504,,,,,1688,617,,,,,1743,638,,,,,1752,639,,,,,2619,696,,,,,3602,726,,,,,4435,569,,,,
1400000US48039662400,48039662400,"Census Tract 6624, Brazoria County, Texas",5270,365,411,182,7.8,3.4,295,173,,,,,616,211,,,,,725,227,,,,,931,226,,,,,1094,283,,,,,2271,397,,,,,2863,466,,,,,3443,473,,,,
1400000US48039662500,48039662500,"Census Tract 6625, Brazoria County, Texas",2669,225,213,143,8,5.3,193,142,,,,,314,160,,,,,383,179,,,,,664,215,,,,,664,215,,,,,1029,268,,,,,1749,300,,,,,1926,294,,,,
1400000US48039662600,48039662600,"Census Tract 6626, Brazoria County, Texas",3564,427,306,202,8.6,5.7,188,168,,,,,313,203,,,,,387,224,,,,,524,249,,,,,919,504,,,,,1659,464,,,,,2590,460,,,,,3097,473,,,,
1400000US48039662700,48039662700,"Census Tract 6627, Brazoria County, Texas",2535,252,375,164,14.8,6.1,76,44,,,,,448,171,,,,,588,199,,,,,818,268,,,,,837,269,,,,,1306,283,,,,,1554,292,,,,,1848,287,,,,
1400000US48039662800,48039662800,"Census Tract 6628, Brazoria County, Texas",5631,456,1179,393,20.9,6.5,482,270,,,,,1233,400,,,,,1436,401,,,,,1815,411,,,,,1847,406,,,,,2723,511,,,,,3387,542,,,,,4349,449,,,,
1400000US48039662900,48039662900,"Census Tract 6629, Brazoria County, Texas",5013,474,683,246,13.6,4.8,302,153,,,,,868,275,,,,,1166,286,,,,,1847,504,,,,,1856,503,,,,,2876,510,,,,,3672,520,,,,,4051,556,,,,
1400000US48039663000,48039663000,"Census Tract 6630, Brazoria County, Texas",2960,288,408,181,13.8,5.9,144,105,,,,,499,179,,,,,536,181,,,,,677,223,,,,,691,224,,,,,1325,285,,,,,2008,324,,,,,2316,321,,,,
1400000US48039663100,48039663100,"Census Tract 6631, Brazoria County, Texas",5630,389,350,235,6.2,4.1,101,84,,,,,487,247,,,,,558,266,,,,,629,280,,,,,666,284,,,,,1256,413,,,,,1992,449,,,,,2466,467,,,,
1400000US48039663200,48039663200,"Census Tract 6632, Brazoria County, Texas",4758,317,331,172,7,3.6,77,61,,,,,566,249,,,,,605,255,,,,,637,258,,,,,794,259,,,,,1207,346,,,,,2098,428,,,,,2761,473,,,,
1400000US48039663300,48039663300,"Census Tract 6633, Brazoria County, Texas",2147,203,312,149,14.5,6.6,134,88,,,,,350,151,,,,,405,154,,,,,507,166,,,,,650,190,,,,,1074,228,,,,,1446,264,,,,,1778,215,,,,
1400000US48039663400,48039663400,"Census Tract 6634, Brazoria County, Texas",7588,580,947,486,12.5,6.4,662,424,,,,,1256,528,,,,,1423,559,,,,,1934,626,,,,,1971,626,,,,,3342,743,,,,,4418,686,,,,,5058,729,,,,
1400000US48039663500,48039663500,"Census Tract 6635, Brazoria County, Texas",5786,599,496,337,8.6,5.7,201,180,,,,,652,359,,,,,796,372,,,,,1222,428,,,,,1350,471,,,,,2912,801,,,,,3568,751,,,,,4105,793,,,,
1400000US48039663600,48039663600,"Census Tract 6636, Brazoria County, Texas",5407,323,104,77,1.9,1.4,79,74,,,,,196,110,,,,,292,155,,,,,531,220,,,,,531,220,,,,,936,299,,,,,1844,472,,,,,2530,471,,,,
1400000US48039663700,48039663700,"Census Tract 6637, Brazoria County, Texas",3603,125,451,225,12.5,6.2,98,82,,,,,518,257,,,,,559,257,,,,,719,257,,,,,736,261,,,,,1198,262,,,,,2049,303,,,,,2569,285,,,,
1400000US48039663800,48039663800,"Census Tract 6638, Brazoria County, Texas",6187,458,1140,421,18.4,6.6,427,244,,,,,1546,514,,,,,1843,553,,,,,1971,591,,,,,2064,601,,,,,3818,723,,,,,4628,606,,,,,5090,584,,,,
1400000US48039663900,48039663900,"Census Tract 6639, Brazoria County, Texas",2133,240,476,174,22.3,7.7,79,82,,,,,618,219,,,,,814,221,,,,,1051,238,,,,,1091,242,,,,,1487,220,,,,,1719,255,,,,,1828,238,,,,
1400000US48039664000,48039664000,"Census Tract 6640, Brazoria County, Texas",3717,467,682,301,18.3,8.1,200,170,,,,,951,343,,,,,1194,367,,,,,1646,472,,,,,1766,472,,,,,2244,465,,,,,2847,507,,,,,3050,506,,,,
1400000US48039664100,48039664100,"Census Tract 6641, Brazoria County, Texas",5717,548,752,312,13.2,5.2,308,181,,,,,1145,383,,,,,1462,451,,,,,1944,557,,,,,2214,597,,,,,3543,575,,,,,3953,605,,,,,4314,607,,,,
1400000US48039664200,48039664200,"Census Tract 6642, Brazoria County, Texas",2067,205,382,148,18.5,6.3,91,51,,,,,450,156,,,,,664,198,,,,,773,191,,,,,849,183,,,,,1338,199,,,,,1457,198,,,,,1572,196,,,,
1400000US48039664300,48039664300,"Census Tract 6643, Brazoria County, Texas",5602,503,1913,457,34.1,7.7,868,397,,,,,2296,498,,,,,2567,509,,,,,2987,508,,,,,3606,540,,,,,4396,534,,,,,4778,551,,,,,5211,516,,,,
1400000US48039664400,48039664400,"Census Tract 6644, Brazoria County, Texas",6333,530,1374,612,21.7,9.6,497,359,,,,,1511,620,,,,,1993,733,,,,,2724,717,,,,,2953,645,,,,,4089,715,,,,,4912,715,,,,,5513,697,,,,
1400000US48039664501,48039664501,"Census Tract 6645.01, Brazoria County, Texas",5292,580,667,209,12.6,3.9,246,146,,,,,1014,363,,,,,1193,378,,,,,1545,454,,,,,1638,440,,,,,2680,655,,,,,3635,589,,,,,4167,567,,,,
1400000US48039990000,48039990000,"Census Tract 9900, Brazoria County, Texas",0,13,0,13,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,
1400000US48071710100,48071710100,"Census Tract 7101, Chambers County, Texas",8125,580,672,308,8.3,3.5,402,242,,,,,815,320,,,,,1322,509,,,,,1897,621,,,,,2023,623,,,,,3068,745,,,,,4340,822,,,,,4733,825,,,,
1400000US48071710200,48071710200,"Census Tract 7102, Chambers County, Texas",17434,843,1501,574,8.6,3.3,697,379,,,,,1818,624,,,,,2201,697,,,,,2997,793,,,,,3008,794,,,,,5675,1236,,,,,7412,1265,,,,,10390,1111,,,,
1400000US48071710300,48071710300,"Census Tract 7103, Chambers County, Texas",2643,565,787,411,29.8,12.6,114,77,,,,,801,412,,,,,1086,475,,,,,1377,505,,,,,1383,503,,,,,1734,566,,,,,1845,560,,,,,2003,536,,,,
1400000US48071710401,48071710401,"Census Tract 7104.01, Chambers County, Texas",5904,813,832,545,14.1,8.9,250,143,,,,,1262,597,,,,,1729,735,,,,,2358,800,,,,,2518,813,,,,,3388,914,,,,,4632,858,,,,,5221,892,,,,
1400000US48071710500,48071710500,"Census Tract 7105, Chambers County, Texas",3749,494,619,306,16.5,7.6,87,67,,,,,1162,397,,,,,1301,416,,,,,1550,441,,,,,1766,479,,,,,2485,539,,,,,2823,563,,,,,3024,545,,,,
1400000US48071710600,48071710600,"Census Tract 7106, Chambers County, Texas",0,13,0,13,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,
1400000US48071990000,48071990000,"Census Tract 9900, Chambers County, Texas",0,13,0,13,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,,0,13,,,,
1400000US48157670101,48157670101,"Census Tract 6701.01, Fort Bend County, Texas",7333,718,1960,681,26.7,8.5,1074,453,,,,,2633,811,,,,,3186,797,,,,,3751,725,,,,,3751,725,,,,,5625,725,,,,,6403,722,,,,,6773,731,,,,
1400000US48157670102,48157670102,"Census Tract 6701.02, Fort Bend County, Texas",3556,367,761,383,21.4,10,508,379,,,,,833,386,,,,,885,392,,,,,1110,426,,,,,1606,477,,,,,2499,444,,,,,3031,413,,,,,3335,403,,,,
1400000US48157670200,48157670200,"Census Tract 6702, Fort Bend County, Texas",8356,710,1234,580,14.8,7,137,120,,,,,2608,787,,,,,2955,819,,,,,3931,908,,,,,4260,923,,,,,5928,996,,,,,7286,866,,,,,7471,840,,,,
1400000US48157670300,48157670300,"Census Tract 6703, Fort Bend County, Texas",3846,433,597,353,15.5,8.5,452,320,,,,,928,443,,,,,1018,446,,,,,1114,438,,,,,1165,459,,,,,2674,482,,,,,2947,461,,,,,3381,453,,,,
1400000US48157670400,48157670400,"Census Tract 6704, Fort Bend County, Texas",5396,433,628,268,11.6,4.8,363,229,,,,,1054,375,,,,,1280,388,,,,,1880,408,,,,,2181,426,,,,,3054,461,,,,,3993,527,,,,,4560,500,,,,
1400000US48157670500,48157670500,"Census Tract 6705, Fort Bend County, Texas",4196,370,541,287,12.9,6.7,195,165,,,,,822,304,,,,,992,344,,,,,1334,381,,,,,1340,382,,,,,1900,426,,,,,2391,447,,,,,3080,466,,,,
1400000US48157670601,48157670601,"Census Tract 6706.01, Fort Bend County, Texas",9266,617,387,235,4.2,2.5,90,75,,,,,925,413,,,,,1187,498,,,,,1613,619,,,,,1915,662,,,,,4313,798,,,,,5746,904,,,,,6797,878,,,,
1400000US48157670602,48157670602,"Census Tract 6706.02, Fort Bend County, Texas",2028,223,287,155,14.2,7.6,74,89,,,,,434,179,,,,,631,230,,,,,713,221,,,,,713,221,,,,,1302,305,,,,,1777,259,,,,,1957,230,,,,
1400000US48157670700,48157670700,"Census Tract 6707, Fort Bend County, Texas",5013,497,405,237,8.1,4.4,214,176,,,,,666,341,,,,,702,332,,,,,1182,369,,,,,1301,373,,,,,1642,381,,,,,2022,356,,,,,2742,519,,,,
1400000US48157670800,48157670800,"Census Tract 6708, Fort Bend County, Texas",16759,1293,2299,1042,13.7,6.4,1561,928,,,,,3105,1273,,,,,4997,1578,,,,,6085,1544,,,,,6113,1549,,,,,9162,1615,,,,,12106,1766,,,,,14706,1519,,,,
1400000US48157670901,48157670901,"Census Tract 6709.01, Fort Bend County, Texas",12310,846,157,79,1.3,0.7,141,80,,,,,157,79,,,,,451,312,,,,,694,463,,,,,694,463,,,,,2897,1023,,,,,3820,1039,,,,,5520,931,,,,
1400000US48157670902,48157670902,"Census Tract 6709.02, Fort Bend County, Texas",6424,653,877,391,13.7,6.4,158,139,,,,,934,388,,,,,1076,415,,,,,1404,443,,,,,1772,514,,,,,3133,670,,,,,4244,765,,,,,5252,696,,,,
1400000US48157671001,48157671001,"Census Tract 6710.01, Fort Bend County, Texas",5611,399,325,233,5.8,4,197,169,,,,,400,238,,,,,424,244,,,,,500,249,,,,,623,277,,,,,1426,508,,,,,2106,566,,,,,2991,589,,,,
1400000US48157671002,48157671002,"Census Tract 6710.02, Fort Bend County, Texas",6703,433,569,493,8.5,7.2,157,149,,,,,569,493,,,,,698,486,,,,,932,508,,,,,1107,503,,,,,2346,575,,,,,3811,638,,,,,5097,488,,,,
1400000US48157671100,48157671100,"Census Tract 6711, Fort Bend County, Texas",8550,711,1597,608,18.7,6.8,440,313,,,,,1813,661,,,,,1919,669,,,,,2668,661,,,,,2689,665,,,,,4376,910,,,,,5410,856,,,,,7138,831,,,,
1400000US48157671200,48157671200,"Census Tract 6712, Fort Bend County, Texas",6506,606,793,349,12.2,5.2,331,218,,,,,1164,424,,,,,1381,457,,,,,1639,439,,,,,1963,481,,,,,3811,783,,,,,5091,746,,,,,5923,680,,,,
1400000US48157671300,48157671300,"Census Tract 6713, Fort Bend County, Texas",4266,324,766,281,18,6.6,89,78,,,,,826,269,,,,,1216,340,,,,,1593,415,,,,,1735,412,,,,,2929,385,,,,,3454,383,,,,,3856,395,,,,
1400000US48157671400,48157671400,"Census Tract 6714, Fort Bend County, Texas",8518,616,860,405,10.1,4.8,481,291,,,,,1022,412,,,,,1268,445,,,,,1887,616,,,,,2109,627,,,,,3803,816,,,,,5080,808,,,,,6483,795,,,,
1400000US48157671501,48157671501,"Census Tract 6715.01, Fort Bend County, Texas",7724,561,251,176,3.2,2.3,189,148,,,,,292,185,,,,,496,267,,,,,719,355,,,,,792,374,,,,,1917,749,,,,,2409,757,,,,,3386,809,,,,
1400000US48157671502,48157671502,"Census Tract 6715.02, Fort Bend County, Texas",1799,172,58,51,3.2,2.9,12,19,,,,,64,52,,,,,64,52,,,,,155,86,,,,,208,122,,,,,333,180,,,,,523,188,,,,,849,237,,,,
1400000US48157671601,48157671601,"Census Tract 6716.01, Fort Bend County, Texas",6728,618,152,99,2.3,1.5,94,81,,,,,291,171,,,,,577,405,,,,,1126,519,,,,,1126,519,,,,,1872,550,,,,,3147,806,,,,,4132,751,,,,
1400000US48157671602,48157671602,"Census Tract 6716.02, Fort Bend County, Texas",3574,230,78,97,2.2,2.7,7,11,,,,,106,105,,,,,198,124,,,,,272,131,,,,,344,154,,,,,921,274,,,,,1393,359,,,,,1731,366,,,,
1400000US48157671700,48157671700,"Census Tract 6717, Fort Bend County, Texas",4683,417,367,218,7.8,4.6,181,127,,,,,391,224,,,,,536,300,,,,,654,321,,,,,654,321,,,,,903,342,,,,,1099,365,,,,,1179,364,,,,
1400000US48157671800,48157671800,"Census Tract 6718, Fort Bend County, Texas",3179,306,135,76,4.2,2.4,57,45,,,,,238,133,,,,,310,139,,,,,458,173,,,,,578,227,,,,,1248,345,,,,,1900,291,,,,,2614,304,,,,
1400000US48157671900,48157671900,"Census Tract 6719, Fort Bend County, Texas",3978,239,273,183,6.9,4.7,63,57,,,,,359,197,,,,,573,222,,,,,657,224,,,,,802,264,,,,,1187,316,,,,,1959,338,,,,,2754,331,,,,
1400000US48157672001,48157672001,"Census Tract 6720.01, Fort Bend County, Texas",8082,454,1209,460,15,5.7,855,403,,,,,1518,517,,,,,2002,685,,,,,2608,682,,,,,3009,694,,,,,4180,648,,,,,5521,646,,,,,6129,652,,,,
1400000US48157672002,48157672002,"Census Tract 6720.02, Fort Bend County, Texas",6473,650,1129,717,17.4,10.4,724,592,,,,,1238,722,,,,,1407,750,,,,,1743,715,,,,,1787,720,,,,,2571,782,,,,,3881,803,,,,,4908,795,,,,
1400000US48157672100,48157672100,"Census Tract 6721, Fort Bend County, Texas",3717,265,189,143,5.1,3.8,139,137,,,,,199,145,,,,,280,160,,,,,297,163,,,,,403,211,,,,,736,242,,,,,896,238,,,,,1143,234,,,,
1400000US48157672200,48157672200,"Census Tract 6722, Fort Bend County, Texas",3031,251,87,88,2.9,2.9,55,75,,,,,87,88,,,,,157,101,,,,,368,162,,,,,564,235,,,,,964,259,,,,,1447,329,,,,,1711,352,,,,
1400000US48157672301,48157672301,"Census Tract 6723.01, Fort Bend County, Texas",7882,649,730,478,9.3,5.9,114,97,,,,,852,499,,,,,1262,605,,,,,1453,636,,,,,1602,646,,,,,3614,826,,,,,5364,726,,,,,6178,748,,,,
1400000US48157672302,48157672302,"Census Tract 6723.02, Fort Bend County, Texas",9049,566,380,301,4.2,3.4,159,103,,,,,615,355,,,,,845,424,,,,,1246,486,,,,,1550,602,,,,,2742,744,,,,,4106,729,,,,,5650,819,,,,
1400000US48157672400,48157672400,"Census Tract 6724, Fort Bend County, Texas",9504,671,1887,762,19.9,8.1,225,164,,,,,2372,747,,,,,2694,782,,,,,3172,770,,,,,3285,768,,,,,4581,811,,,,,7180,939,,,,,8008,995,,,,
1400000US48157672500,48157672500,"Census Tract 6725, Fort Bend County, Texas",7603,488,1039,527,13.7,6.8,270,172,,,,,1612,689,,,,,1623,689,,,,,2099,650,,,,,2601,614,,,,,3345,628,,,,,5180,711,,,,,6236,746,,,,
1400000US48157672601,48157672601,"Census Tract 6726.01, Fort Bend County, Texas",9986,914,1527,651,15.3,6.5,420,286,,,,,1783,756,,,,,2832,885,,,,,4129,967,,,,,4474,1003,,,,,6582,1133,,,,,7797,1059,,,,,8960,1016,,,,
1400000US48157672602,48157672602,"Census Tract 6726.02, Fort Bend County, Texas",6608,513,701,417,10.6,6.3,307,334,,,,,782,419,,,,,1467,643,,,,,1857,684,,,,,1873,688,,,,,3528,581,,,,,4330,572,,,,,5096,542,,,,
1400000US48157672701,48157672701,"Census Tract 6727.01, Fort Bend County, Texas",15273,1144,2144,932,14,6.1,855,836,,,,,2830,1028,,,,,3958,1125,,,,,4723,1123,,,,,5097,1159,,,,,8415,1313,,,,,10118,1380,,,,,11553,1279,,,,
1400000US48157672702,48157672702,"Census Tract 6727.02, Fort Bend County, Texas",7004,525,728,450,10.4,6.3,291,363,,,,,928,456,,,,,960,461,,,,,1196,543,,,,,1196,543,,,,,2398,775,,,,,3684,658,,,,,4605,668,,,,
1400000US48157672800,48157672800,"Census Tract 6728, Fort Bend County, Texas",7394,728,634,545,8.6,7.1,297,402,,,,,658,544,,,,,1505,969,,,,,1793,932,,,,,1852,943,,,,,2502,975,,,,,3662,1019,,,,,4350,990,,,,
1400000US48157672900,48157672900,"Census Tract 6729, Fort Bend County, Texas",43074,2076,2885,1579,6.7,3.6,2103,1425,,,,,4109,1868,,,,,4541,1949,,,,,7912,2516,,,,,9063,2663,,,,,14868,2894,,,,,22704,3283,,,,,27702,3061,,,,
1400000US48157673001,48157673001,"Census Tract 6730.01, Fort Bend County, Texas",7959,497,267,182,3.4,2.2,192,172,,,,,404,204,,,,,581,279,,,,,645,266,,,,,705,270,,,,,1334,484,,,,,1996,543,,,,,2680,651,,,,
1400000US48157673002,48157673002,"Census Tract 6730.02, Fort Bend County, Texas",9321,648,1078,537,11.6,5.5,635,464,,,,,1158,541,,,,,1181,550,,,,,1424,587,,,,,1587,632,,,,,2173,664,,,,,2805,796,,,,,4013,838,,,,
1400000US48157673003,48157673003,"Census Tract 6730.03, Fort Bend County, Texas",12480,589,392,352,3.1,2.8,264,324,,,,,392,352,,,,,392,352,,,,,506,367,,,,,506,367,,,,,762,399,,,,,1945,598,,,,,3549,704,,,,
1400000US48157673101,48157673101,"Census Tract 6731.01, Fort Bend County, Texas",60942,2612,1794,847,2.9,1.4,998,599,,,,,2217,974,,,,,2954,1160,,,,,4070,1467,,,,,4490,1620,,,,,8007,2506,,,,,13981,3142,,,,,19789,3360,,,,
1400000US48157673102,48157673102,"Census Tract 6731.02, Fort Bend County, Texas",16554,802,211,172,1.3,1,168,153,,,,,373,258,,,,,419,266,,,,,547,309,,,,,668,366,,,,,2215,836,,,,,3958,930,,,,,6001,1032,,,,
1400000US48157673200,48157673200,"Census Tract 6732, Fort Bend County, Texas",11874,634,390,206,3.3,1.7,160,107,,,,,439,228,,,,,535,246,,,,,585,257,,,,,735,279,,,,,1651,480,,,,,3155,650,,,,,4254,674,,,,
1400000US48157673300,48157673300,"Census Tract 6733, Fort Bend County, Texas",6145,392,431,230,7,3.6,69,65,,,,,431,230,,,,,569,286,,,,,602,283,,,,,709,303,,,,,897,310,,,,,1418,343,,,,,1797,435,,,,
1400000US48157673400,48157673400,"Census Tract 6734, Fort Bend County, Texas",21048,1593,566,346,2.7,1.6,247,219,,,,,750,429,,,,,1029,542,,,,,2623,1416,,,,,2867,1428,,,,,4409,1668,,,,,6757,1819,,,,,10134,1555,,,,
1400000US48157673500,48157673500,"Census Tract 6735, Fort Bend County, Texas",7740,498,256,224,3.3,2.9,256,224,,,,,392,259,,,,,533,350,,,,,671,375,,,,,981,446,,,,,1301,459,,,,,2300,625,,,,,2731,638,,,,
1400000US48157673600,48157673600,"Census Tract 6736, Fort Bend County, Texas",7535,515,510,357,6.8,4.5,280,261,,,,,584,371,,,,,656,358,,,,,882,425,,,,,904,426,,,,,1758,501,,,,,2816,651,,,,,3918,709,,,,
1400000US48157673700,48157673700,"Census Tract 6737, Fort Bend County, Texas",26,32,10,12,38.5,32.9,9,10,,,,,10,12,,,,,10,12,,,,,15,19,,,,,15,19,,,,,26,32,,,,,26,32,,,,,26,32,,,,
1400000US48157673800,48157673800,"Census Tract 6738, Fort Bend County, Texas",9684,753,473,304,4.9,3.2,163,160,,,,,604,336,,,,,604,336,,,,,1278,462,,,,,1533,455,,,,,2831,676,,,,,4337,691,,,,,5843,904,,,,
