GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC02_EST_VC55,HC02_MOE_VC55,HC03_EST_VC55,HC03_MOE_VC55,HC01_EST_VC56,HC01_MOE_VC56,HC02_EST_VC56,HC02_MOE_VC56,HC03_EST_VC56,HC03_MOE_VC56,HC01_EST_VC57,HC01_MOE_VC57,HC02_EST_VC57,HC02_MOE_VC57,HC03_EST_VC57,HC03_MOE_VC57,HC01_EST_VC58,HC01_MOE_VC58,HC02_EST_VC58,HC02_MOE_VC58,HC03_EST_VC58,HC03_MOE_VC58,HC01_EST_VC59,HC01_MOE_VC59,HC02_EST_VC59,HC02_MOE_VC59,HC03_EST_VC59,HC03_MOE_VC59
1400000US48201230600,48201230600,"Census Tract 2306, Harris County, Texas",2792,380,936,333,33.5,9.8,188,81,,,,,1232,413,,,,,1423,400,,,,,1648,348,,,,,1782,353,,,,,2255,382,,,,,2635,391,,,,,2678,383,,,,
1400000US48201230700,48201230700,"Census Tract 2307, Harris County, Texas",2490,337,622,215,25,8.2,250,112,,,,,922,236,,,,,1371,327,,,,,1544,384,,,,,1666,388,,,,,2122,347,,,,,2265,346,,,,,2307,344,,,,
1400000US48201230800,48201230800,"Census Tract 2308, Harris County, Texas",2361,304,520,173,22,8.5,170,120,,,,,728,231,,,,,979,217,,,,,1189,243,,,,,1275,226,,,,,1806,310,,,,,2075,288,,,,,2163,291,,,,
1400000US48201230900,48201230900,"Census Tract 2309, Harris County, Texas",3526,416,1241,322,35.2,9,473,214,,,,,1548,376,,,,,1701,386,,,,,1954,412,,,,,2034,426,,,,,2950,435,,,,,3208,430,,,,,3240,431,,,,
1400000US48201231000,48201231000,"Census Tract 2310, Harris County, Texas",3809,445,583,195,15.3,5.3,251,126,,,,,812,291,,,,,1363,400,,,,,1945,412,,,,,2262,443,,,,,3203,442,,,,,3527,441,,,,,3641,428,,,,
1400000US48201231100,48201231100,"Census Tract 2311, Harris County, Texas",4750,641,1184,511,24.9,9.2,451,355,,,,,2048,637,,,,,2583,741,,,,,2950,703,,,,,2992,696,,,,,4095,706,,,,,4275,713,,,,,4380,691,,,,
1400000US48201231200,48201231200,"Census Tract 2312, Harris County, Texas",7857,966,2147,873,27.3,10.2,862,515,,,,,3098,881,,,,,3549,880,,,,,4874,1110,,,,,5076,1092,,,,,6110,1100,,,,,7345,1055,,,,,7548,1034,,,,
1400000US48201231300,48201231300,"Census Tract 2313, Harris County, Texas",4367,449,1550,425,35.5,9.3,582,248,,,,,1871,396,,,,,2275,425,,,,,2695,408,,,,,2925,429,,,,,3590,424,,,,,3742,440,,,,,4031,453,,,,
1400000US48201231400,48201231400,"Census Tract 2314, Harris County, Texas",2563,249,453,168,17.7,6.3,246,117,,,,,537,190,,,,,788,243,,,,,1204,274,,,,,1319,261,,,,,1838,244,,,,,2093,243,,,,,2333,268,,,,
1400000US48201231500,48201231500,"Census Tract 2315, Harris County, Texas",2934,299,973,269,33.2,8.9,218,128,,,,,1333,322,,,,,1544,331,,,,,1672,334,,,,,1736,326,,,,,2368,321,,,,,2681,313,,,,,2771,319,,,,
1400000US48201231600,48201231600,"Census Tract 2316, Harris County, Texas",2609,283,470,215,18,8.8,87,65,,,,,798,231,,,,,930,234,,,,,1257,222,,,,,1277,216,,,,,1811,262,,,,,2051,241,,,,,2376,318,,,,
1400000US48201231700,48201231700,"Census Tract 2317, Harris County, Texas",3414,373,1106,343,32.4,8.4,412,203,,,,,1351,363,,,,,1681,364,,,,,2234,424,,,,,2375,399,,,,,3090,381,,,,,3182,387,,,,,3215,378,,,,
1400000US48201231800,48201231800,"Census Tract 2318, Harris County, Texas",2663,244,709,170,26.6,6.3,326,161,,,,,831,196,,,,,951,209,,,,,1248,248,,,,,1518,285,,,,,2121,285,,,,,2397,265,,,,,2483,253,,,,
1400000US48201231900,48201231900,"Census Tract 2319, Harris County, Texas",6587,1402,1539,1091,23.4,12.6,401,261,,,,,1988,1197,,,,,2485,1246,,,,,3116,1341,,,,,3618,1344,,,,,5555,1600,,,,,5937,1529,,,,,6325,1441,,,,
1400000US48201232000,48201232000,"Census Tract 2320, Harris County, Texas",4277,552,797,379,18.6,7.8,180,151,,,,,980,415,,,,,1333,427,,,,,1749,452,,,,,1849,470,,,,,2582,614,,,,,3150,539,,,,,3736,593,,,,
1400000US48201232100,48201232100,"Census Tract 2321, Harris County, Texas",3196,384,920,273,28.8,7.6,446,217,,,,,1260,364,,,,,1565,399,,,,,2002,384,,,,,2322,379,,,,,2797,406,,,,,3003,394,,,,,3124,392,,,,
1400000US48201232200,48201232200,"Census Tract 2322, Harris County, Texas",15112,1110,2235,1070,14.8,6.6,927,638,,,,,2246,1070,,,,,3257,1290,,,,,4011,1368,,,,,4145,1364,,,,,6472,1773,,,,,7908,1689,,,,,9727,1557,,,,
1400000US48201232301,48201232301,"Census Tract 2323.01, Harris County, Texas",9796,812,2748,780,28.1,7.9,1254,568,,,,,3456,755,,,,,4075,824,,,,,4862,881,,,,,5506,841,,,,,7786,816,,,,,9044,833,,,,,9259,833,,,,
1400000US48201232302,48201232302,"Census Tract 2323.02, Harris County, Texas",11129,1020,1500,698,13.5,6.2,169,167,,,,,2516,901,,,,,3167,882,,,,,3883,941,,,,,4344,944,,,,,6790,1210,,,,,8411,1215,,,,,10021,1145,,,,
1400000US48201232401,48201232401,"Census Tract 2324.01, Harris County, Texas",8861,722,1585,584,17.9,6.4,1185,485,,,,,1820,664,,,,,2235,691,,,,,3070,822,,,,,3163,788,,,,,5634,778,,,,,6983,867,,,,,7482,819,,,,
1400000US48201232402,48201232402,"Census Tract 2324.02, Harris County, Texas",3929,554,875,496,22.3,11.5,242,178,,,,,1227,532,,,,,1486,602,,,,,2066,588,,,,,2071,587,,,,,3029,617,,,,,3327,621,,,,,3495,600,,,,
1400000US48201232403,48201232403,"Census Tract 2324.03, Harris County, Texas",4682,444,925,309,19.8,6,367,297,,,,,1382,412,,,,,1910,491,,,,,2531,486,,,,,2615,502,,,,,3477,482,,,,,3877,479,,,,,4214,446,,,,
1400000US48201232500,48201232500,"Census Tract 2325, Harris County, Texas",2865,517,500,339,17.5,10.3,357,323,,,,,870,472,,,,,1178,516,,,,,1573,554,,,,,1695,564,,,,,2123,558,,,,,2525,519,,,,,2594,521,,,,
1400000US48201232600,48201232600,"Census Tract 2326, Harris County, Texas",2965,270,402,210,13.6,7.1,68,50,,,,,546,221,,,,,578,225,,,,,1123,321,,,,,1244,327,,,,,1858,346,,,,,2494,301,,,,,2626,287,,,,
1400000US48201232701,48201232701,"Census Tract 2327.01, Harris County, Texas",8301,793,2278,837,27.4,9.1,985,569,,,,,2920,852,,,,,3687,844,,,,,4419,981,,,,,5065,983,,,,,6870,909,,,,,8085,845,,,,,8217,798,,,,
1400000US48201232702,48201232702,"Census Tract 2327.02, Harris County, Texas",6258,464,2232,532,35.7,7.9,945,388,,,,,2693,552,,,,,3278,559,,,,,3807,564,,,,,4173,569,,,,,5229,510,,,,,5755,468,,,,,5944,458,,,,
1400000US48201232800,48201232800,"Census Tract 2328, Harris County, Texas",6064,525,793,509,13.1,8.3,233,163,,,,,1270,601,,,,,1996,711,,,,,2273,728,,,,,2644,682,,,,,4161,649,,,,,4850,670,,,,,5219,672,,,,
1400000US48201232900,48201232900,"Census Tract 2329, Harris County, Texas",7196,706,839,304,11.7,4.6,647,279,,,,,1409,505,,,,,1985,677,,,,,2562,762,,,,,3199,662,,,,,3967,735,,,,,5299,794,,,,,5881,801,,,,
1400000US48201233001,48201233001,"Census Tract 2330.01, Harris County, Texas",3852,441,882,418,22.9,10.5,423,361,,,,,1147,402,,,,,1186,401,,,,,2010,483,,,,,2066,468,,,,,2922,456,,,,,3188,505,,,,,3373,496,,,,
1400000US48201233002,48201233002,"Census Tract 2330.02, Harris County, Texas",4202,286,474,342,11.3,7.8,148,125,,,,,489,341,,,,,618,343,,,,,796,348,,,,,1000,364,,,,,1908,367,,,,,2501,405,,,,,2785,397,,,,
1400000US48201233003,48201233003,"Census Tract 2330.03, Harris County, Texas",2371,244,153,89,6.5,3.9,79,67,,,,,219,120,,,,,347,204,,,,,618,292,,,,,618,292,,,,,1092,296,,,,,1475,303,,,,,1991,283,,,,
1400000US48201233101,48201233101,"Census Tract 2331.01, Harris County, Texas",4285,485,1615,539,37.7,10.2,237,130,,,,,2162,553,,,,,2494,550,,,,,2846,528,,,,,2937,522,,,,,3673,530,,,,,3872,529,,,,,4131,499,,,,
1400000US48201233102,48201233102,"Census Tract 2331.02, Harris County, Texas",7235,642,2503,627,34.6,8,1218,449,,,,,2971,657,,,,,3518,658,,,,,4675,708,,,,,5107,706,,,,,6390,705,,,,,6911,694,,,,,7115,649,,,,
1400000US48201233103,48201233103,"Census Tract 2331.03, Harris County, Texas",5288,495,1994,530,37.7,9,744,299,,,,,2743,644,,,,,3375,598,,,,,3789,579,,,,,3885,607,,,,,4765,569,,,,,5008,538,,,,,5167,512,,,,
1400000US48201233200,48201233200,"Census Tract 2332, Harris County, Texas",5800,565,658,309,11.3,5.1,297,206,,,,,966,383,,,,,1904,636,,,,,2636,627,,,,,2798,650,,,,,4330,712,,,,,4940,661,,,,,5236,596,,,,
1400000US48201233300,48201233300,"Census Tract 2333, Harris County, Texas",5285,478,1083,361,20.5,6.6,489,288,,,,,1490,383,,,,,1883,470,,,,,2820,626,,,,,2885,646,,,,,4187,570,,,,,4675,522,,,,,4877,492,,,,
1400000US48201233400,48201233400,"Census Tract 2334, Harris County, Texas",2826,389,1036,361,36.7,10.9,349,224,,,,,1326,409,,,,,1564,437,,,,,1902,385,,,,,2033,392,,,,,2295,408,,,,,2629,377,,,,,2690,378,,,,
1400000US48201233500,48201233500,"Census Tract 2335, Harris County, Texas",7800,384,2433,849,31.2,10.7,460,398,,,,,3224,758,,,,,3828,675,,,,,5064,714,,,,,5071,715,,,,,6107,752,,,,,6823,706,,,,,7059,694,,,,
1400000US48201233600,48201233600,"Census Tract 2336, Harris County, Texas",2160,431,995,403,46.1,11.8,338,291,,,,,1140,419,,,,,1187,424,,,,,1243,434,,,,,1344,437,,,,,1701,452,,,,,1985,421,,,,,2040,428,,,,
1400000US48201233701,48201233701,"Census Tract 2337.01, Harris County, Texas",5459,365,1159,500,21.2,9,276,236,,,,,1537,586,,,,,1961,599,,,,,2359,633,,,,,2600,660,,,,,4065,507,,,,,4509,521,,,,,4801,472,,,,
1400000US48201233702,48201233702,"Census Tract 2337.02, Harris County, Texas",3163,321,551,339,17.4,10.1,169,176,,,,,807,386,,,,,1206,425,,,,,1453,404,,,,,1659,436,,,,,2455,348,,,,,2788,330,,,,,2946,315,,,,
1400000US48201233703,48201233703,"Census Tract 2337.03, Harris County, Texas",2431,212,674,280,27.7,11,304,190,,,,,840,303,,,,,984,313,,,,,1223,334,,,,,1294,329,,,,,1828,309,,,,,2200,236,,,,,2331,230,,,,
1400000US48201240100,48201240100,"Census Tract 2401, Harris County, Texas",3977,485,1123,388,28.2,8.8,536,224,,,,,1620,419,,,,,1848,430,,,,,2392,546,,,,,2479,538,,,,,3421,533,,,,,3634,510,,,,,3678,504,,,,
1400000US48201240400,48201240400,"Census Tract 2404, Harris County, Texas",7409,524,1828,794,24.7,9.7,1064,742,,,,,1897,795,,,,,2171,822,,,,,2441,830,,,,,2663,846,,,,,4664,901,,,,,5327,849,,,,,5959,691,,,,
1400000US48201240501,48201240501,"Census Tract 2405.01, Harris County, Texas",5804,545,1735,392,29.9,5.9,846,319,,,,,2447,501,,,,,2978,498,,,,,3613,551,,,,,3830,581,,,,,5012,593,,,,,5507,589,,,,,5670,563,,,,
1400000US48201240502,48201240502,"Census Tract 2405.02, Harris County, Texas",4766,630,2332,570,48.9,9.5,1421,438,,,,,2619,565,,,,,3158,573,,,,,3674,591,,,,,3871,542,,,,,4382,569,,,,,4703,626,,,,,4746,631,,,,
1400000US48201240600,48201240600,"Census Tract 2406, Harris County, Texas",2806,294,1141,273,40.7,8.2,535,192,,,,,1482,344,,,,,1757,335,,,,,2100,329,,,,,2173,339,,,,,2643,312,,,,,2693,308,,,,,2783,299,,,,
1400000US48201240701,48201240701,"Census Tract 2407.01, Harris County, Texas",15017,1286,2244,775,14.9,5,958,451,,,,,3121,902,,,,,3738,952,,,,,5398,1099,,,,,6182,1212,,,,,9656,1282,,,,,11444,1326,,,,,12843,1329,,,,
1400000US48201240702,48201240702,"Census Tract 2407.02, Harris County, Texas",13820,917,2061,743,14.9,5.5,1017,618,,,,,2923,888,,,,,4019,966,,,,,4729,974,,,,,6086,1175,,,,,9681,1028,,,,,12280,972,,,,,13311,937,,,,
1400000US48201240801,48201240801,"Census Tract 2408.01, Harris County, Texas",6714,572,1472,551,21.9,7.7,916,443,,,,,1957,635,,,,,2555,679,,,,,3448,727,,,,,3620,720,,,,,4977,666,,,,,5871,551,,,,,6196,544,,,,
1400000US48201240802,48201240802,"Census Tract 2408.02, Harris County, Texas",4962,483,687,344,13.8,6.9,176,164,,,,,1064,400,,,,,1191,478,,,,,1579,480,,,,,1906,486,,,,,3452,429,,,,,4149,480,,,,,4594,495,,,,
1400000US48201240901,48201240901,"Census Tract 2409.01, Harris County, Texas",10555,857,1086,455,10.3,4.4,279,248,,,,,1627,720,,,,,2065,767,,,,,2545,818,,,,,2812,757,,,,,5459,1066,,,,,7356,983,,,,,8533,955,,,,
1400000US48201240902,48201240902,"Census Tract 2409.02, Harris County, Texas",13292,1130,1887,737,14.2,5.1,546,300,,,,,1947,733,,,,,2585,910,,,,,5029,1594,,,,,5074,1578,,,,,7524,1400,,,,,9064,1339,,,,,11209,1210,,,,
1400000US48201241000,48201241000,"Census Tract 2410, Harris County, Texas",9075,586,590,408,6.5,4.4,120,95,,,,,918,559,,,,,1374,602,,,,,2427,761,,,,,2617,746,,,,,4185,856,,,,,6159,768,,,,,7482,769,,,,
1400000US48201241101,48201241101,"Census Tract 2411.01, Harris County, Texas",4543,532,632,323,13.9,6.7,249,214,,,,,1025,598,,,,,1092,596,,,,,1313,603,,,,,1506,640,,,,,2351,668,,,,,3034,671,,,,,3448,646,,,,
1400000US48201241102,48201241102,"Census Tract 2411.02, Harris County, Texas",12570,815,2236,1233,17.8,9.3,486,355,,,,,2696,1295,,,,,3085,1315,,,,,4100,1366,,,,,4431,1370,,,,,6534,1331,,,,,8356,1077,,,,,9439,1008,,,,
1400000US48201241103,48201241103,"Census Tract 2411.03, Harris County, Texas",4209,563,735,263,17.5,6.2,661,262,,,,,852,293,,,,,900,312,,,,,1622,453,,,,,1819,501,,,,,3028,644,,,,,3586,599,,,,,3785,582,,,,
1400000US48201241200,48201241200,"Census Tract 2412, Harris County, Texas",7819,640,1159,720,14.8,9,420,497,,,,,1814,797,,,,,2477,702,,,,,3202,794,,,,,3287,790,,,,,4453,769,,,,,5435,717,,,,,6469,716,,,,
1400000US48201241300,48201241300,"Census Tract 2413, Harris County, Texas",11670,678,678,323,5.8,2.7,193,109,,,,,924,380,,,,,1067,402,,,,,1555,577,,,,,1598,593,,,,,3093,785,,,,,4947,787,,,,,6844,800,,,,
1400000US48201241400,48201241400,"Census Tract 2414, Harris County, Texas",9110,1011,1482,996,16.3,9.9,884,714,,,,,1697,1017,,,,,2021,1044,,,,,2636,1085,,,,,2837,1082,,,,,4432,1102,,,,,5797,1216,,,,,6978,1182,,,,
1400000US48201241500,48201241500,"Census Tract 2415, Harris County, Texas",8930,884,1934,661,21.7,6.8,995,412,,,,,3447,833,,,,,4093,908,,,,,4660,893,,,,,5341,965,,,,,7337,995,,,,,8190,870,,,,,8637,885,,,,
1400000US48201250100,48201250100,"Census Tract 2501, Harris County, Texas",8513,786,616,404,7.2,4.7,199,147,,,,,1210,685,,,,,1643,783,,,,,2151,773,,,,,2264,797,,,,,4469,814,,,,,5825,914,,,,,6723,913,,,,
1400000US48201250200,48201250200,"Census Tract 2502, Harris County, Texas",9593,653,1577,751,16.4,7.8,483,335,,,,,2017,749,,,,,2335,775,,,,,2800,764,,,,,3086,743,,,,,4668,895,,,,,6752,932,,,,,8083,763,,,,
1400000US48201250301,48201250301,"Census Tract 2503.01, Harris County, Texas",6553,548,534,344,8.1,5,175,124,,,,,944,477,,,,,1249,478,,,,,1442,538,,,,,1791,575,,,,,3324,744,,,,,4394,763,,,,,5087,679,,,,
1400000US48201250302,48201250302,"Census Tract 2503.02, Harris County, Texas",11222,855,974,678,8.7,5.9,182,121,,,,,1084,680,,,,,1515,849,,,,,1786,924,,,,,1935,938,,,,,4192,1251,,,,,6533,1336,,,,,8111,1221,,,,
1400000US48201250401,48201250401,"Census Tract 2504.01, Harris County, Texas",12234,798,535,338,4.4,2.9,308,222,,,,,643,367,,,,,1096,473,,,,,1370,512,,,,,1445,530,,,,,3129,867,,,,,5236,943,,,,,7672,1203,,,,
1400000US48201250402,48201250402,"Census Tract 2504.02, Harris County, Texas",18206,1306,915,585,5,3.2,276,209,,,,,1018,590,,,,,1612,866,,,,,2384,903,,,,,2529,934,,,,,5279,1155,,,,,7242,1220,,,,,8973,1202,,,,
1400000US48201250500,48201250500,"Census Tract 2505, Harris County, Texas",5660,415,472,277,8.3,4.9,137,92,,,,,600,293,,,,,679,305,,,,,919,353,,,,,1094,383,,,,,2656,493,,,,,3663,487,,,,,4340,486,,,,
1400000US48201250600,48201250600,"Census Tract 2506, Harris County, Texas",7365,713,1913,615,26,7.8,904,444,,,,,2741,717,,,,,3897,906,,,,,4235,894,,,,,4727,856,,,,,5564,825,,,,,6255,797,,,,,6596,780,,,,
1400000US48201250701,48201250701,"Census Tract 2507.01, Harris County, Texas",5855,509,548,344,9.4,5.7,250,151,,,,,1062,544,,,,,1246,557,,,,,1353,559,,,,,1416,564,,,,,2396,614,,,,,3136,628,,,,,3670,653,,,,
1400000US48201250702,48201250702,"Census Tract 2507.02, Harris County, Texas",4762,277,131,90,2.8,1.8,40,48,,,,,160,100,,,,,160,100,,,,,455,225,,,,,485,237,,,,,1069,297,,,,,1684,348,,,,,2408,331,,,,
1400000US48201250800,48201250800,"Census Tract 2508, Harris County, Texas",8520,514,222,159,2.6,1.9,105,96,,,,,258,168,,,,,395,225,,,,,752,383,,,,,967,445,,,,,1723,552,,,,,3144,593,,,,,3877,638,,,,
1400000US48201250900,48201250900,"Census Tract 2509, Harris County, Texas",10040,604,405,205,4,2.1,317,196,,,,,461,214,,,,,609,254,,,,,714,265,,,,,714,265,,,,,1456,503,,,,,2036,542,,,,,3236,854,,,,
1400000US48201251000,48201251000,"Census Tract 2510, Harris County, Texas",3216,336,407,222,12.7,6.5,156,92,,,,,554,230,,,,,554,230,,,,,725,264,,,,,756,258,,,,,1278,365,,,,,1639,371,,,,,1881,399,,,,
1400000US48201251100,48201251100,"Census Tract 2511, Harris County, Texas",7766,456,282,300,3.6,3.8,27,33,,,,,456,339,,,,,650,407,,,,,1018,571,,,,,1337,634,,,,,2536,769,,,,,3426,793,,,,,4759,780,,,,
1400000US48201251200,48201251200,"Census Tract 2512, Harris County, Texas",6208,765,1045,609,16.8,8.9,144,121,,,,,1172,601,,,,,1212,602,,,,,1959,740,,,,,2119,691,,,,,2966,851,,,,,3595,885,,,,,4280,881,,,,
1400000US48201251300,48201251300,"Census Tract 2513, Harris County, Texas",7359,457,172,174,2.3,2.4,63,98,,,,,243,214,,,,,282,222,,,,,515,328,,,,,644,352,,,,,1661,646,,,,,2627,725,,,,,4123,730,,,,
1400000US48201251401,48201251401,"Census Tract 2514.01, Harris County, Texas",2671,188,52,46,1.9,1.7,40,43,,,,,58,46,,,,,111,73,,,,,264,151,,,,,264,151,,,,,449,186,,,,,711,211,,,,,1006,181,,,,
1400000US48201251402,48201251402,"Census Tract 2514.02, Harris County, Texas",6062,425,271,222,4.5,3.7,75,114,,,,,458,269,,,,,875,439,,,,,905,467,,,,,905,467,,,,,2565,647,,,,,3427,608,,,,,4140,563,,,,
1400000US48201251501,48201251501,"Census Tract 2515.01, Harris County, Texas",5749,329,125,107,2.2,1.9,63,81,,,,,306,255,,,,,306,255,,,,,389,284,,,,,428,285,,,,,908,383,,,,,1266,384,,,,,1816,423,,,,
1400000US48201251502,48201251502,"Census Tract 2515.02, Harris County, Texas",10493,554,393,234,3.7,2.2,142,98,,,,,484,257,,,,,559,267,,,,,904,342,,,,,939,349,,,,,1726,549,,,,,2930,804,,,,,4448,753,,,,
1400000US48201251503,48201251503,"Census Tract 2515.03, Harris County, Texas",2225,155,66,59,3,2.6,42,53,,,,,120,89,,,,,142,90,,,,,158,95,,,,,158,95,,,,,294,113,,,,,670,158,,,,,1098,215,,,,
1400000US48201251600,48201251600,"Census Tract 2516, Harris County, Texas",5882,618,285,211,4.8,3.7,114,91,,,,,322,214,,,,,460,247,,,,,799,345,,,,,825,344,,,,,1857,681,,,,,2179,693,,,,,2920,693,,,,
1400000US48201251700,48201251700,"Census Tract 2517, Harris County, Texas",7651,801,679,319,8.9,3.9,410,274,,,,,1211,582,,,,,1471,625,,,,,2071,850,,,,,2086,852,,,,,3397,926,,,,,4826,916,,,,,5834,919,,,,
1400000US48201251800,48201251800,"Census Tract 2518, Harris County, Texas",2276,234,103,59,4.5,2.8,35,46,,,,,208,112,,,,,270,131,,,,,555,237,,,,,706,262,,,,,1034,352,,,,,1450,311,,,,,1698,314,,,,
1400000US48201251901,48201251901,"Census Tract 2519.01, Harris County, Texas",10306,764,944,590,9.2,5.7,393,353,,,,,1045,581,,,,,1264,617,,,,,1789,657,,,,,1817,654,,,,,4174,980,,,,,5648,1228,,,,,6628,1105,,,,
1400000US48201251902,48201251902,"Census Tract 2519.02, Harris County, Texas",5186,299,498,256,9.6,4.9,147,84,,,,,694,284,,,,,955,258,,,,,970,261,,,,,993,263,,,,,2046,432,,,,,2569,397,,,,,3219,419,,,,
1400000US48201252000,48201252000,"Census Tract 2520, Harris County, Texas",17373,1198,801,1115,4.6,6.3,30,34,,,,,1109,1145,,,,,1204,1139,,,,,1409,1162,,,,,1592,1160,,,,,2729,1183,,,,,4537,1361,,,,,7303,1608,,,,
1400000US48201252100,48201252100,"Census Tract 2521, Harris County, Texas",2061,272,123,120,6,5.5,51,71,,,,,159,135,,,,,353,189,,,,,599,243,,,,,722,263,,,,,1281,284,,,,,1498,272,,,,,1713,287,,,,
1400000US48201252200,48201252200,"Census Tract 2522, Harris County, Texas",7946,622,594,305,7.5,3.7,255,181,,,,,826,395,,,,,2090,861,,,,,2521,912,,,,,2587,912,,,,,4839,816,,,,,5385,814,,,,,6728,663,,,,
1400000US48201252301,48201252301,"Census Tract 2523.01, Harris County, Texas",9724,544,1099,696,11.3,7.1,520,484,,,,,1648,814,,,,,2504,833,,,,,3535,890,,,,,3956,889,,,,,5983,843,,,,,7898,714,,,,,8473,679,,,,
1400000US48201252302,48201252302,"Census Tract 2523.02, Harris County, Texas",12507,840,1534,660,12.3,5.1,599,367,,,,,1864,746,,,,,2293,816,,,,,3108,876,,,,,3553,894,,,,,6456,1159,,,,,8889,1181,,,,,11039,1069,,,,
1400000US48201252400,48201252400,"Census Tract 2524, Harris County, Texas",6781,855,1694,927,25,12.6,146,147,,,,,1956,972,,,,,2469,1089,,,,,3510,1227,,,,,3654,1250,,,,,4832,1195,,,,,5601,1213,,,,,6062,1113,,,,
1400000US48201252500,48201252500,"Census Tract 2525, Harris County, Texas",4260,495,1628,475,38.2,10.6,409,234,,,,,2084,539,,,,,2255,557,,,,,2431,543,,,,,2546,553,,,,,3158,514,,,,,3718,488,,,,,3923,472,,,,
1400000US48201252600,48201252600,"Census Tract 2526, Harris County, Texas",7912,756,2184,732,27.6,8,1074,513,,,,,3006,877,,,,,3488,930,,,,,4290,947,,,,,4506,944,,,,,6101,912,,,,,6792,885,,,,,7302,833,,,,
1400000US48201252700,48201252700,"Census Tract 2527, Harris County, Texas",4086,369,783,326,19.2,7.7,118,126,,,,,947,301,,,,,1137,334,,,,,1724,357,,,,,2009,416,,,,,2575,485,,,,,2942,440,,,,,3366,404,,,,
1400000US48201252800,48201252800,"Census Tract 2528, Harris County, Texas",7522,822,1909,720,25.4,8.9,955,543,,,,,2463,839,,,,,2963,877,,,,,3513,917,,,,,3686,922,,,,,5166,989,,,,,5930,1040,,,,,6643,896,,,,
1400000US48201252900,48201252900,"Census Tract 2529, Harris County, Texas",7987,731,1168,519,14.6,6,819,541,,,,,1560,558,,,,,1733,561,,,,,2176,715,,,,,2489,723,,,,,3589,690,,,,,4903,1005,,,,,6076,1021,,,,
1400000US48201253000,48201253000,"Census Tract 2530, Harris County, Texas",4244,472,703,260,16.6,5.9,301,157,,,,,906,285,,,,,1037,282,,,,,1355,354,,,,,1791,425,,,,,2151,455,,,,,3165,558,,,,,3540,499,,,,
1400000US48201253100,48201253100,"Census Tract 2531, Harris County, Texas",10126,671,389,231,3.8,2.3,251,183,,,,,667,366,,,,,1288,610,,,,,1559,640,,,,,1629,659,,,,,3240,793,,,,,5223,845,,,,,7358,816,,,,
1400000US48201253200,48201253200,"Census Tract 2532, Harris County, Texas",10880,939,2511,1055,23.1,8.9,764,617,,,,,3240,966,,,,,3425,959,,,,,4137,1046,,,,,4393,1057,,,,,6292,1130,,,,,7141,1150,,,,,8044,1168,,,,
1400000US48201253300,48201253300,"Census Tract 2533, Harris County, Texas",3596,320,249,179,6.9,4.9,183,151,,,,,352,227,,,,,380,226,,,,,406,226,,,,,425,230,,,,,1374,552,,,,,1884,583,,,,,2215,608,,,,
1400000US48201253400,48201253400,"Census Tract 2534, Harris County, Texas",559,73,27,17,4.8,3.1,11,12,,,,,108,101,,,,,136,113,,,,,276,73,,,,,318,63,,,,,424,58,,,,,456,61,,,,,494,68,,,,
1400000US48201253500,48201253500,"Census Tract 2535, Harris County, Texas",7857,682,1787,459,22.7,6,971,324,,,,,1969,481,,,,,2533,688,,,,,3090,727,,,,,3159,725,,,,,4701,709,,,,,5438,778,,,,,6100,781,,,,
1400000US48201253600,48201253600,"Census Tract 2536, Harris County, Texas",5588,628,1201,518,21.5,8.8,272,222,,,,,1394,544,,,,,1770,548,,,,,2420,589,,,,,2447,595,,,,,3265,560,,,,,3786,596,,,,,4270,603,,,,
1400000US48201253700,48201253700,"Census Tract 2537, Harris County, Texas",5915,563,550,387,9.3,6.1,185,121,,,,,807,471,,,,,1218,564,,,,,1886,791,,,,,2172,864,,,,,3989,700,,,,,4750,682,,,,,5266,606,,,,
1400000US48201253800,48201253800,"Census Tract 2538, Harris County, Texas",8508,687,1565,641,18.4,7.1,662,432,,,,,1696,676,,,,,2244,795,,,,,2755,869,,,,,3049,900,,,,,5209,894,,,,,6013,906,,,,,7211,853,,,,
1400000US48201253900,48201253900,"Census Tract 2539, Harris County, Texas",4337,376,910,281,21,6.1,624,265,,,,,1230,326,,,,,1408,359,,,,,1590,366,,,,,1623,374,,,,,2353,471,,,,,3159,423,,,,,3781,418,,,,
1400000US48201254000,48201254000,"Census Tract 2540, Harris County, Texas",4245,444,321,181,7.6,4.4,109,102,,,,,679,302,,,,,1056,367,,,,,1306,327,,,,,1375,344,,,,,2234,499,,,,,2897,494,,,,,3258,488,,,,
